Location,Area_sqft,BHK,Price_Lakhs
"Nilgiri Apartment, Alaknanda",1300.0,3,185.0
"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1400.0,3,190.0
Alaknanda,1400.0,3,190.0
"Govindpuri Extension, Kalkaji",500.0,2,33.0
"Govindpuri Extension, Kalkaji",700.0,2,38.0
"Govindpuri Extension, Kalkaji",900.0,3,70.0
Kalkaji,1260.0,3,165.0
"Govindpuri Extension, Kalkaji",950.0,3,80.0
"DDA LIG Flat, Kalkaji",405.0,1,56.0
Kalkaji,1800.0,2,210.0
Kalkaji,1300.0,3,210.0
"Govindpuri Extension, Kalkaji",1000.0,3,86.0
"Giri Nagar, KalkaJi",900.0,3,66.0
"Govindpuri Extension, Kalkaji",1800.0,3,140.0
"Govindpuri Extension, Kalkaji",720.0,2,47.0
"Rishi Apartment, Kalkaji",1485.0,3,300.0
Kalkaji,1600.0,3,260.0
"Deshbandhu Apartments, Kalkaji",1200.0,2,185.0
"Dda Janta Flats, Kalkaji",900.0,2,65.0
Kalkaji,900.0,2,150.0
"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",800.0,2,80.0
"Deshbandhu Apartments, Kalkaji",1150.0,2,161.0
"Govindpuri Extension, Kalkaji",900.0,3,68.0
Kalkaji Extention,1070.0,3,68.0
Kalkaji Extention,1050.0,2,90.0
"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1000.0,2,180.0
"Mandakini Enclave Project, Kalkaji",1550.0,3,275.0
"Deshbandhu Apartments, Kalkaji carpet area 1300 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road society Deshbandhu Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Third Floor with terrace 3 bhk builder floor apartment with 2 attached bathrooms located in kalkaji Deshbandu apartment . all water and electrical connections installed, very spacious drawing room , 2 balconies in front and rear each dedicated parking spot for 1 car. extra parking space available for additional cars, Immediately for sale , read more Contact Agent View Phone No. Share Feedback Agent Bhawani Realtors",1300.0,3,135.0
Kalkaji,810.0,2,140.0
Kalkaji,900.0,2,90.0
"Deshbandhu Apartments, Kalkaji",1200.0,2,160.0
Kalkaji Extention,1000.0,2,110.0
"Govindpuri Extension, Kalkaji",720.0,2,55.0
Hauz Khas,2520.0,3,475.0
Hauz Khas,1700.0,3,450.0
Hauz Khas,1800.0,3,435.0
"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",6000.0,5,1800.0
Hauz Khas,1800.0,4,800.0
"Sarva Priya Apartment, Hauz Khas",2000.0,3,375.0
Hauz Khas,2066.0,4,600.0
"Hauz Khas Enclave, Hauz Khas",2050.0,3,710.0
"Safdarjung Development Area, Hauz Khas",1100.0,3,185.0
Hauz Khas,4500.0,4,700.0
"Hauz Khas Enclave, Hauz Khas",4500.0,4,850.0
"Mayfair garden, Hauz Khas",6500.0,4,1900.0
"Orchid Metropolis, Hauz Khas",4350.0,4,1350.0
Hauz Khas,1750.0,3,350.0
"Safdarjung Development Area, Hauz Khas",3600.0,4,650.0
"Hauz Khas Enclave, Hauz Khas",1200.0,2,275.0
Hauz Khas,1500.0,3,450.0
"Hauz Khas Enclave, Hauz Khas",2250.0,4,1000.0
Hauz Khas,1800.0,3,470.0
Hauz Khas,1600.0,3,275.0
Hauz Khas,2800.0,4,700.0
"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",1700.0,3,365.0
"Hauz Khas Enclave, Hauz Khas",2400.0,4,650.0
"Sarva Priya Apartment, Hauz Khas",1980.0,3,350.0
"Hauz Khas Enclave, Hauz Khas",2100.0,4,560.0
"Hauz Khas Enclave, Hauz Khas",5400.0,4,1100.0
"Safdarjung Development Area, Hauz Khas",1250.0,3,240.0
Hauz Khas,2300.0,4,1025.0
"Hauz Khas Enclave, Hauz Khas",2700.0,4,1000.0
"Safdarjung Development Area, Hauz Khas",1450.0,3,450.0
Chittaranjan Park,2097.0,3,290.0
"Arya Chittaranjan Park, Chittaranjan Park",1250.0,3,255.0
Chittaranjan Park,1600.0,3,335.0
Chittaranjan Park,2600.0,4,625.0
Chittaranjan Park,1700.0,3,475.0
Chittaranjan Park,1116.0,3,147.0
Chittaranjan Park,1070.0,2,180.0
Chittaranjan Park,1200.0,3,225.0
Chittaranjan Park,1200.0,3,220.0
Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,1200.0,3,222.0
Chittaranjan Park,1450.0,3,225.0
Chittaranjan Park,1000.0,2,75.0
"Chittaranjan Park carpet area 270 sqyrd status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road car parking 5 Open bathroom 4 balcony 3 ownership Freehold 3 Side Open, Fully ventilated, Close to Market, Above Bank and 24 x 7 ATM because of which good security. Elite Neighbor hood. Very good for Rental Income. Also can be used for commercial Office Purpose by Advocates. read more Contact Owner View Phone No. Share Feedback Owner Mayur Mayur Aggarwal",2430.0,4,300.0
Chittaranjan Park,945.0,2,65.0
Chittaranjan Park,1650.0,3,350.0
"Nehru Enclave, Kalkaji",1350.0,3,175.0
Chittaranjan Park,2625.0,4,600.0
Chittaranjan Park,1800.0,4,400.0
Chittaranjan Park,125.0,3,115.0
Chittaranjan Park,1440.0,3,225.0
Chittaranjan Park,1900.0,3,285.0
Chittaranjan Park,1800.0,3,290.0
Chittaranjan Park,1200.0,3,155.0
"Nehru Enclave, Kalkaji",1800.0,3,260.0
Chittaranjan Park,1200.0,3,165.0
Chittaranjan Park,4118.0,4,550.0
Chittaranjan Park,1050.0,3,125.0
Chittaranjan Park,875.0,3,175.0
Chittaranjan Park Block A,990.0,2,115.0
Chittaranjan Park,11050.0,3,185.0
